City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Device Protection,Tech Support,Streaming TV,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label
Sacramento,Male,No,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No
Sacramento,Female,No,No,No,23,Yes,Yes,DSL,No,No,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No
Sacramento,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Bank transfer (automatic),92.3,5731.45,No
Sacramento,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,156.85,No
Sacramento,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.65,2683.2,No
Marysville,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No
Beale Afb,Female,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No
Alleghany,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,36.8,No
Berry Creek,Female,No,No,No,44,No,No phone service,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,49.05,2265.0,No
Biggs,Male,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,No,One year,No,Mailed check,35.55,1309.15,No
Browns Valley,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No
Brownsville,Female,Yes,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No
Butte City,Female,No,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Credit card (automatic),69.75,3562.5,No
Camptonville,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,99.2,7213.75,No
Chico,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,106.8,5914.4,No
Chico,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No
Clipper Mills,Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Mailed check,57.75,1282.85,No
Colusa,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.85,4738.85,No
Crescent Mills,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No
Downieville,Male,No,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No
Durham,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No
Elk Creek,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No
Forbestown,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No
Glenn,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.25,6081.4,No
Goodyears Bar,Female,No,No,No,37,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No
Grass Valley,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No
Penn Valley,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No
Greenville,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No
Gridley,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No
Grimes,Male,No,Yes,No,68,No,No phone service,DSL,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No
Hamilton City,Male,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,No
Live Oak,Female,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No
Maxwell,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),80.4,5727.15,No
Meadow Valley,Female,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No
Meridian,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,1203.9,No
North San Juan,Female,No,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No
Olivehurst,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,One year,Yes,Electronic check,68.6,2877.05,No
Oregon House,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No
Orland,Male,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,100.55,5514.95,No
Oroville,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No
Palermo,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No
Paradise,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,No,Electronic check,67.45,2443.3,No
Quincy,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No
Chico,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No
Richvale,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No
Rough And Ready,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,95.4,293.15,No
Smartville,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No
Stirling City,Female,No,No,No,19,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,56.2,1093.4,No
Stonyford,Female,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No
Sutter,Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No
Taylorsville,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No
Washington,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,No
Williams,Male,Yes,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,64.2,475.0,No
Willows,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No
Yuba City,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No
Redding,Female,No,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No
Redding,Male,No,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No
Redding,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,No
Adin,Female,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,No
Bella Vista,Male,No,Yes,No,30,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No
Bieber,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
Big Bar,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No
Burney,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.9,2199.05,No
Canby,Male,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No
Cassel,Male,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No
Castella,Female,No,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No
Shasta Lake,Female,No,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No
Chester,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No
Dorris,Male,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.25,832.3,No
Dunsmuir,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No
Etna,Male,No,No,No,39,No,No phone service,DSL,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),45.05,1790.6,No
Flournoy,Female,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,No,Month-to-month,No,Mailed check,34.65,246.6,No
Forks Of Salmon,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No
French Gulch,Female,No,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No
Gazelle,Male,No,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No
Gerber,Female,No,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No
Greenview,Male,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No
Grenada,Female,No,Yes,Yes,15,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No
Happy Camp,Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No
Hat Creek,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No
Hornbrook,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Electronic check,96.1,4391.45,No
Hyampom,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,No
Junction City,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No
Lookout,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,No,No,One year,No,Bank transfer (automatic),71.7,1497.05,No
Los Molinos,Male,No,No,No,21,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.0,780.15,No
Mcarthur,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,One year,No,Bank transfer (automatic),65.2,3512.15,No
Mccloud,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No
Macdoel,Female,Yes,No,No,65,No,No phone service,DSL,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No
Manton,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,No
Mill Creek,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No
Millville,Male,No,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,No
Mineral,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,No
Montague,Female,Yes,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.95,493.65,No
Montgomery Creek,Female,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,No
Mount Shasta,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,No
Oak Run,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,No
Old Station,Female,No,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,No
Paskenta,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,No
Paynes Creek,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No
Platina,Male,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,No
Red Bluff,Female,No,Yes,No,70,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No
Scott Bar,Male,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,Yes,Electronic check,94.65,4312.5,No
Shingletown,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Credit card (automatic),95.75,6511.25,No
Tehama,Male,No,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,No
Trinity Center,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,No
Weaverville,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,No
Weed,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,No
Whitmore,Male,No,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,Two year,No,Credit card (automatic),60.5,3121.45,No
Yreka,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No
Blairsden Graeagle,Male,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,No
Cedarville,Male,No,Yes,No,67,No,No phone service,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No
Chilcoot,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,No
Clio,Male,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,No
Coleville,Male,No,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.45,1611.65,No
Doyle,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.5,5553.25,No
Eagleville,Female,No,Yes,Yes,2,No,No phone service,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No
Herlong,Female,No,Yes,No,46,Yes,No,DSL,Yes,No,Yes,No,One year,No,Mailed check,70.6,3231.05,No
Janesville,Female,No,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No
Litchfield,Male,No,No,No,20,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No
Loyalton,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No
Madeline,Female,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,2627.2,No
Markleeville,Male,No,Yes,No,68,Yes,No,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),70.95,4741.45,No
Milford,Male,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,No
Calpine,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,No
Sierra City,Male,No,Yes,No,63,No,No phone service,DSL,Yes,Yes,No,Yes,Two year,No,Electronic check,59.0,3707.6,No
Sierraville,Female,No,No,No,3,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Electronic check,69.95,220.45,No
Standish,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,No
Susanville,Male,No,No,No,66,No,No phone service,DSL,No,No,Yes,No,One year,No,Credit card (automatic),29.45,1983.15,No
Termo,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,No
Tulelake,Female,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,No
Wendel,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No
Westwood,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,No
Carnelian Bay,Male,No,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.35,3419.3,No
Kings Beach,Female,No,Yes,No,59,Yes,Yes,DSL,Yes,No,Yes,No,One year,No,Mailed check,65.5,3801.3,No
Olympic Valley,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,No
Tahoe Vista,Female,No,No,No,27,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No
Los Angeles,Male,No,Yes,No,17,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.4,592.75,No
Los Angeles,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,No
Los Angeles,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,No
Los Angeles,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.8,4921.2,No
Los Angeles,Male,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,No
Los Angeles,Male,No,Yes,No,68,Yes,Yes,DSL,No,No,Yes,No,Two year,No,Credit card (automatic),70.8,4859.95,No
Los Angeles,Male,No,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,No
Los Angeles,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,No
Los Angeles,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,663.55,No
Los Angeles,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,174.65,No
Los Angeles,Male,No,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,No
Los Angeles,Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,No
Los Angeles,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,No
Los Angeles,Male,No,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),103.15,7031.3,No
Los Angeles,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),72.1,5016.65,No
Los Angeles,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,611.45,No
Los Angeles,Female,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,No
Los Angeles,Male,No,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,No
Los Angeles,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.4,7035.6,No
Los Angeles,Male,Yes,No,Yes,7,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,No
Los Angeles,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,1431.65,No
Los Angeles,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1849.2,No
Los Angeles,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Electronic check,85.25,6083.1,No
Los Angeles,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,No
Los Angeles,Female,No,No,Yes,35,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,50.15,1655.35,No
Los Angeles,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,No
Los Angeles,Male,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,314.95,No
Los Angeles,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,No
Los Angeles,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,58.85,465.7,No
Los Angeles,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No
Los Angeles,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1161.75,No
Los Angeles,Male,No,Yes,No,39,No,No phone service,DSL,No,No,No,No,One year,Yes,Credit card (automatic),25.25,947.75,No
Los Angeles,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,No
Los Angeles,Male,No,Yes,No,54,Yes,Yes,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,70.7,3770.0,No
Los Angeles,Female,No,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.55,4707.85,No
Los Angeles,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,84.8,6152.4,No
Los Angeles,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,No
Los Angeles,Male,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,943.0,No
Los Angeles,Male,No,No,No,11,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.65,425.1,No
Los Angeles,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.45,5044.8,No
Los Angeles,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),97.65,6743.55,No
Los Angeles,Female,Yes,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,73.85,196.4,No
Los Angeles,Male,Yes,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),69.1,2093.9,No
Los Angeles,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.75,417.75,No
West Hollywood,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,1725.4,No
Los Angeles,Female,No,No,No,29,Yes,Yes,DSL,No,No,No,No,One year,Yes,Electronic check,55.25,1620.2,No
Los Angeles,Male,No,Yes,No,52,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,No
Bell,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,One year,No,Credit card (automatic),76.75,5233.25,No
Beverly Hills,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,No
Beverly Hills,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,438.05,No
Beverly Hills,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,No
Compton,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,No
Compton,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.95,318.6,No
Compton,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,No
Culver City,Female,No,No,No,51,No,No phone service,DSL,No,Yes,No,Yes,One year,Yes,Credit card (automatic),56.4,2928.5,No
Downey,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,No
Downey,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,94.9,273.2,No
Downey,Female,Yes,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,No
El Segundo,Male,No,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95,No
